title,link,user_name,date,description,category
Ăn trứng gà sống có lợi hay có hại?,https://quantrimang.com/khoa-hoc/an-trung-song-co-thuc-su-tot-197749,Pham Trang,19/06,Trứng gà là một trong những thực phẩm lành mạnh chứa nhiều chất dinh dưỡng tốt cho sức khỏe. Nhiều người thường có sở thích ăn hoặc uống trứng gà sống hoặc tái. Vậy ăn trứng gà sống có tốt không?,Chăm sóc Sức khỏe
Ăn tỏi có giúp xua đuổi muỗi không?,https://quantrimang.com/khoa-hoc/an-toi-co-giup-xua-duoi-muoi-khong-197218,Phạm Hải,26/05,"Ở những quốc gia nhiệt đới với khí hậu nóng ẩm như Việt Nam, muỗi thực sự là một vấn đề lớn.",Chăm sóc Sức khỏe
Ngủ không đủ giấc có thể gây ảnh hưởng xấu đến sức khỏe tim mạch,https://quantrimang.com/khoa-hoc/ngu-khong-du-giac-anh-huong-xau-den-tim-mach-196092,Hà Nguyễn,22/03,"Việc liên tục mất ngủ sẽ làm tăng nguy cơ gặp phải nhiều triệu chứng bệnh liên quan đến thể chất và tinh thần khác nhau, bao gồm cả sức khỏe tim mạch của bạn.",Chăm sóc Sức khỏe
Cà phê có thể làm cơ thể bạn mất nước không?,https://quantrimang.com/khoa-hoc/ca-phe-co-the-lam-co-the-ban-mat-nuoc-khong-194813,Phạm Hải,17/01,Cà phê từ lâu được biết đến như một thức uống giàu lợi ích cho sức khỏe.,Chăm sóc Sức khỏe
Đặt điện thoại di động bên cạnh khi ngủ có hại không?,https://quantrimang.com/khoa-hoc/dat-dien-thoai-di-dong-ben-canh-khi-ngu-co-hai-khong-194701,Phạm Hải,09/01,"Trong thời đại mà smartphone trở thành “vật bất ly thân” như hiện nay, rất nhiều người trong số chúng ta có thói quen sử dụng điện thoại để giải trí cho đến khi chìm vào giấc ngủ.",Chăm sóc Sức khỏe
5 tác hại của thói quen dụi mắt ảnh hưởng đến ngoại hình và sức khỏe của bạn,https://quantrimang.com/khoa-hoc/tac-hai-cua-thoi-quen-dui-mat-194642,Trần Nhung,29/12,"Da dưới mắt là vùng mỏng nhất trên cơ thể vì vậy, việc dụi mắt cũng giống như đang mạnh tay chà xát một cánh hoa hồng, có thể ảnh hưởng nghiêm trọng đến ngoại hình và sức khỏe đôi mắt của bạn.",Chăm sóc Sức khỏe
5 sai lầm khi đi ngủ trong mùa đông gây hại tới sức khỏe,https://quantrimang.com/khoa-hoc/sai-lam-khi-di-ngu-trong-mua-dong-194530,PP,29/12,Dưới đây là những thói quen ngủ sai lầm trong mùa đông gây hại tới sức khỏe mà nhiều người thường hay mắc phải.,Chăm sóc Sức khỏe
Đi tất khi ngủ có tốt không?,https://quantrimang.com/khoa-hoc/di-tat-khi-ngu-co-tot-khong-194486,PP,21/12,Có nên đi tất khi ngủ hay không? Đây là thắc mắc của nhiều người bởi đi tất khi ngủ có thể giúp giữ ấm đôi chân nhưng nếu đi không đúng cách cũng có những tác hại của nó.,Chăm sóc Sức khỏe
5 thói quen khi đi vệ sinh gây hại nhiều người mắc phải,https://quantrimang.com/khoa-hoc/5-thoi-quen-khi-di-ve-sinh-gay-hai-194296,PP,10/12,"Đi tiểu khi không buồn, đi tiểu khi tắm… là những thói quen xấu khi đi vệ sinh gây ảnh hưởng xấu đến sức khỏe mà không phải ai cũng biết.",Chăm sóc Sức khỏe
"8 lầm tưởng về chạy bộ, ai cũng nên biết để chạy hiệu quả hơn",https://quantrimang.com/khoa-hoc/10-lam-tuong-ve-chay-bo-193283,PP,14/10,"Chạy bộ là môn thể thao phổ biến được nhiều người lựa chọn để rèn luyện sức khỏe. Tuy nhiên, có rất nhiều người hiểu sai về chạy bộ khiến việc luyện tập không đạt hiệu quả như mong muốn.",Chăm sóc Sức khỏe
Ăn nhiều cà rốt có thực sự làm da bạn chuyển thành màu cam không?,https://quantrimang.com/khoa-hoc/an-nhieu-ca-rot-lam-da-ban-chuyen-thanh-mau-cam-khong-193231,Phạm Hải,16/10,"Cà rốt là một món ăn ngon, bổ, rẻ đúng nghĩa mà thiên nhiên ban tặng cho chúng ta.",Chăm sóc Sức khỏe
Chiều cao cân nặng chuẩn của nam giới và nữ giới Việt Nam,https://quantrimang.com/khoa-hoc/chieu-cao-can-nang-chuan-cua-nam-gioi-va-nu-gioi-viet-nam-191215,PP,09/07,Chiều cao cân nặng của nam và nữ giới Việt Nam bao nhiêu là chuẩn?,Chăm sóc Sức khỏe
9 việc cần làm sau một đêm mất ngủ để lấy lại năng lượng và tỉnh táo để làm việc,https://quantrimang.com/khoa-hoc/viec-can-lam-sau-mot-dem-mat-ngu-190060,PP,19/05,"Nếu như đêm trước mất ngủ, bạn sẽ phải làm gì để vượt qua cả một ngày hôm sau. Dưới đây là 9 việc bạn nên làm để lấy lại năng lượng và sự tỉnh táo cho một ngày làm việc.",Chăm sóc Sức khỏe
Lý do nên đánh răng chỉ một lần mỗi ngày,https://quantrimang.com/khoa-hoc/ly-do-nen-danh-rang-chi-mot-lan-moi-ngay-189522,PP,23/04,"Nhiều chuyên gia nha khoa khuyên rằng, chỉ nên đánh răng 1 lần mỗi ngày là đủ để ngăn chặn các vấn đề về răng miệng như răng bớt nhạy cảm, tốt cho nướu…",Chăm sóc Sức khỏe
Phát hiện hơi nước trong khu vực hình thành hành tinh của một ngôi sao,https://quantrimang.com/khoa-hoc/phat-hien-hoi-nuoc-trong-khu-vuc-hinh-thanh-hanh-tinh-cua-mot-ngoi-sao-198506,Phạm Hải,7 giờ,Các nhà thiên văn học quốc tế đã bất ngờ phát hiện ra sự tồn tại của hơi nước trong khu vực hình thành hành tinh của một ngôi sao,Khoa học Vũ trụ
Ngôi sao cô đơn phát sáng lấp lánh trên nền một thiên hà vô định hình trong con mắt của kính thiên văn Hubble,https://quantrimang.com/khoa-hoc/thien-ha-vo-dinh-hinh-trong-con-mat-cua-kinh-thien-van-hubble-198377,Phạm Hải,29/07,"Đến hẹn lại lên, thêm một bức ảnh ấn tượng nữa vừa được Kính viễn vọng Không gian Hubble gửi về Trái đất",Khoa học Vũ trụ
"Phát hiện sao lùn trắng kỳ lạ, bị chia đôi bởi khí hidro và heli",https://quantrimang.com/khoa-hoc/phat-hien-sao-lun-trang-ky-la-bi-chia-doi-boi-khi-hidro-va-heli-198337,Phạm Hải,27/07,"Do sở hữu đặc điểm ngoại hình kỳ lạ, sao lùn trắng này đã được đặt biệt danh là Janus, theo tên của vị thần La Mã có hai khuôn mặt.",Khoa học Vũ trụ
Ngôi sao này đã “xé nhỏ” người bạn đồng hành để tạo ra một tinh vân tuyệt đẹp hiếm gặp,https://quantrimang.com/khoa-hoc/ngoi-sao-tao-ra-mot-tinh-van-tuyet-dep-198253,Phạm Hải,26/07,Không quá khi nói rằng tinh vân là một trong những cấu trúc đẹp nhất được tìm thấy trong không gian.,Khoa học Vũ trụ
Chiêm ngưỡng khoảnh khắc đẹp ma mị của hệ sao Rho Ophiuchi dưới con mắt của kính thiên văn James Webb,https://quantrimang.com/khoa-hoc/khoanh-khac-duoi-con-mat-cua-kinh-thien-van-james-webb-198203,Phạm Hải,20/07,"Từ cuối thập niên 1990, NASA đã phối hợp cùng Cơ quan Vũ trụ châu Âu để phát triển James Webb, với kinh phí khoảng 10 tỷ USD.",Khoa học Vũ trụ
Phát hiện lỗ đen siêu lớn đang hoạt động ở khoảng cách xa chưa từng thấy,https://quantrimang.com/khoa-hoc/phat-hien-lo-den-sieu-lon-dang-hoat-dong-o-khoang-cach-xa-chua-tung-thay-198093,Phạm Hải,16/07,"Thông thường, một lỗ đen điển hình có thể có khối lượng gấp khoảng 10 lần khối lượng của mặt trời. Tuy nhiên các lỗ đen siêu lớn thường nặng hơn nhiều.",Khoa học Vũ trụ
Chiêm ngưỡng hình ảnh Sao Thổ “rất khác” dưới con mắt của kính thiên văn Hubble,https://quantrimang.com/khoa-hoc/chiem-nguong-hinh-anh-sao-tho-rat-khac-198017,Phạm Hải,09/07,Kính viễn vọng không gian đắt nhất thế giới James Webb vừa tiếp tục cho thấy tầm quan trọng khó thay thế của mình trong lĩnh vực nghiên cứu thiên văn học.,Khoa học Vũ trụ
Máy bay Virgin Galactic chở khách lên vũ trụ 'du lịch' thành công,https://quantrimang.com/khoa-hoc/may-bay-virgin-galactic-cho-khach-len-vu-tru-thanh-cong-197966,Pham Xuyen,30/06,Công ty Virgin Galactic thực hiện thành công chuyến bay thương mại đầu tiên chở 4 hành khách lên không gian cận quỹ đạo và trở lại Trái Đất từ cảng vũ trụ Spaceport America ở New Mexico vào ngày 29/6 trong nhiệm vụ mang tên Galactic 01.,Khoa học Vũ trụ
Các thành phần của vũ trụ,https://quantrimang.com/khoa-hoc/cac-thanh-phan-cua-vu-tru-197742,Pham Xuyen,19/06,"Đến nay, các nhà khoa học đồng ý rằng, vũ trụ có ba phần riêng biệt gồm: vật chất đo lường được, năng lượng tối và vật chất tối.",Khoa học Vũ trụ
Chiêm ngưỡng hình ảnh thiên hà sứa kỳ lạ qua con mắt của kính thiên văn Hubble,https://quantrimang.com/khoa-hoc/thien-ha-sua-ky-la-197654,Phạm Hải,18/06,Thiên hà sứa JO206 chính là tâm điểm của hình ảnh tuyệt đẹp mới được chụp bởi hệ thống Wide Field Camera 3 của Hubble.,Khoa học Vũ trụ
"Hành tinh có gió nhanh nhất hệ Mặt Trời, đạt tốc độ 2.400 km/h",https://quantrimang.com/khoa-hoc/hanh-tinh-co-gio-nhanh-nhat-he-mat-troi-197556,Trần Nhung,07/06,"Sao Hải Vương rất thú vị, trên hành tinh này có những cơn gió nhanh nhất hệ mặt trời. Chúng là những đám mây cuộn xoáy, cực mạnh với tốc độ cực nhanh lên đến 2.400km/h.",Khoa học Vũ trụ
Phát hiện những cột nước khổng lồ trên mặt trăng Enceladus của sao Thổ,https://quantrimang.com/khoa-hoc/nhung-cot-nuoc-khong-lo-tren-mat-trang-enceladus-cua-sao-tho-197495,Phạm Hải,09/06,"Nước được coi là một trong những nhân tố thiết yếu cấu thành nên sự sống, đồng thời cũng là hợp chất hóa học được con người nghiên cứu nhiều nhất trong vũ trụ.",Khoa học Vũ trụ
Siêu kính thiên văn James Webb bắt đầu điều tra bí ẩn nguồn nước trên Trái đất,https://quantrimang.com/khoa-hoc/james-webb-bat-dau-dieu-tra-bi-an-nguon-nuoc-tren-trai-dat-197477,Phạm Hải,05/06,Nguồn gốc của nước trên Trái Đất từ lâu đã là một trong những câu hỏi gây tranh cãi lớn trong giới khoa học.,Khoa học Vũ trụ
"Lần đầu tiên livestream từ sao Hỏa, lúc 23h00 hôm nay",https://quantrimang.com/khoa-hoc/lan-dau-tien-livestream-tu-sao-hoa-luc-23h00-hom-nay-197460,Pham Xuyen,02/06,"Vào lúc 23h00 hôm nay, cơ quan Vũ trụ châu Âu (ESA) sẽ thực hiện buổi livestream đầu tiên từ sao Hỏa với tàu vũ trụ Mars Express nhằm kỷ niệm 20 năm ngày phóng tàu.",Khoa học Vũ trụ
Hubble bắt đầu sứ mệnh săn lùng các lỗ đen cỡ trung khó xác định,https://quantrimang.com/khoa-hoc/hubble-bat-dau-su-menh-san-lung-cac-lo-den-co-trung-kho-xac-dinh-197369,Phạm Hải,04/06,"Xuyên suốt chiều dài lịch sử nghiên cứu thiên văn học, nhân loạn đã tìm thấy rất nhiều lỗ đen “cơ nhỏ”, với khối lượng thấp hơn 100 lần so với mặt trời.",Khoa học Vũ trụ
Chiêm ngưỡng khoảnh khắc hàng triệu ngôi sao mới được sinh ra trong tinh vân Lupus 3,https://quantrimang.com/khoa-hoc/chiem-nguong-khoanh-khac-hang-trieu-ngoi-sao-moi-duoc-sinh-ra-trong-tinh-van-lupus-3-197325,Phạm Hải,31/05,Các nhà khoa học quốc tế vừa công bố một hình ảnh mới tuyệt đẹp cho thấy quá trình hình thành sao bên trong một tinh vân nằm cách xa Trái Đất 500 năm ánh sáng.,Khoa học Vũ trụ
"Bức ảnh Mặt Trăng ghép từ 280.000 tấm hình cực chi tiết lên đến 1,3 gigapixel",https://quantrimang.com/khoa-hoc/buc-anh-mat-trang-ghep-tu-280-000-tam-hinh-197160,Pham Xuyen,20/05,"Nhà chụp ảnh thiên văn Andrew McCarthy sử dụng 280.000 bức ảnh ghép lại với nhau để có được bức ảnh “GigaMoon”, hình ảnh Mặt Trăng cực chi tiết lên đến 1,3 gigapixel.",Khoa học Vũ trụ
Hành tinh 'cá voi trắng' lần đầu tiên được quan sát bởi kính viễn vọng 10 tỷ USD,https://quantrimang.com/khoa-hoc/hanh-tinh-ca-voi-trang-197133,Phạm Hải,19/05,"Việc nghiên cứu các hành tinh xa xôi khiến các nhà khoa học gặp nhiều khó khăn không chỉ vì khoảng cách vật lý, mà còn bởi chúng có thể ẩn chứa những đặc tính khiến việc quan sát cũng như phân tích trở nên phức tạp hơn nhiều.",Khoa học Vũ trụ
"Phát hiện vụ nổ vũ trụ lớn nhất trong lịch sử, tạo ra nguồn sáng gấp 2 nghìn tỷ lần Mặt trời",https://quantrimang.com/khoa-hoc/phat-hien-vu-no-vu-tru-lon-nhat-trong-lich-su-197109,Phạm Hải,15/05,ụ nổ có thể bắt nguồn từ sự kiện hiếm gặp khi một đám mây khí khổng lồ bị nuốt chửng bởi hố đen cũng có kích thước siêu lớn.,Khoa học Vũ trụ
Sư tử bất lực trước bộ giáp cứng như thép của tê tê,https://quantrimang.com/khoa-hoc/su-tu-bat-luc-truoc-bo-giap-cung-nhu-thep-cua-te-te-198541,Pham Xuyen,3 ngày,Video ghi lại cuộc đụng độ giữa sư tử và tê tê vào một buổi tối tại khu bảo tồn quốc gia Masai Mara của Kenya.,Khám phá thiên nhiên
Cá sấu lao lên bờ tấn công sư tử để cướp mồi và cái kết,https://quantrimang.com/khoa-hoc/ca-sau-lao-len-bo-tan-cong-su-tu-de-cuop-moi-va-cai-ket-198482,Pham Trang,6 ngày,"Trong video, hai con sư tử cái háu đói và những đứa con nhỏ của chúng đang chuẩn bị ""bữa tiệc"" của mình sau khi cùng nhau hạ gục một con trâu rừng trưởng thành.",Khám phá thiên nhiên
‘Quả bóng thịt’ phun ra từ miệng lạc đà là gì?,https://quantrimang.com/khoa-hoc/qua-bong-thit-phun-ra-tu-mieng-lac-da-la-gi-198457,Pham Xuyen,31/07,"Lạc đà thường phun ra một cục thịt màu hồng từ miệng nó khiến nhiều người không khỏi cảm thấy kinh ngạc. Thực tế, quả bóng thịt đó chính là chiếc lưỡi của lạc đà đực khi động dục.",Khám phá thiên nhiên
Rết khổng lồ bắt gọn dơi đậu trong hang,https://quantrimang.com/khoa-hoc/ret-khong-lo-bat-gon-doi-dau-trong-hang-198258,Nguyễn Thi,19/07,"Trong video, rết khổng lồ Amazon - loài rết lớn nhất thế giới, bò lên trần hang và sử dụng nọc độc cực mạnh để bắt gọn những con dơi bay ngang qua.",Khám phá thiên nhiên
Báo hoa mai tung cú nhảy thần sầu để bắt khỉ ở cây đối diện,https://quantrimang.com/khoa-hoc/bao-hoa-mai-tung-cu-nhay-than-sau-de-bat-khi-o-cay-doi-dien-198235,Nguyễn văn Linh,18/07,Video ghi lại cảnh một con báo hoa mai nhảy từ cành cây này sang cành cây khác với khoảng cách vài mét để bắt một con khỉ đang chạy trốn.,Khám phá thiên nhiên
Kỹ năng săn mồi kỳ lạ: Mực nang thôi miên cua biển để ăn thịt,https://quantrimang.com/khoa-hoc/muc-nang-thoi-mien-cua-bien-de-an-thit-198217,Nguyễn Thi,17/07,Video ghi lại cảnh loài mực nang vân trắng (Sepia latimanus) sử dụng chiến thuật săn cua biển độc đáo ở vùng biển Indonesia khiến các nhà quay phim vô cùng thích thú.,Khám phá thiên nhiên
Đàn rái cá 'rủ nhau' lên bờ xem kỳ đà đánh nhau,https://quantrimang.com/khoa-hoc/dan-rai-ca-ru-nhau-len-bo-xem-ky-da-danh-nhau-198208,Nguyễn Thi,16/07,"Một người đàn ông tên Vincent Yip đã chia sẻ một video ghi lại cuộc đụng độ giữa hai con kỳ đà to lớn. Tuy nhiên, điều khiến video thu hút người xem lại là đàn rái cá hơn chục con bơi từ giữa sông lên tận bờ để “hóng”.",Khám phá thiên nhiên
Các loài chuồn chuồn phổ biến ở Việt Nam,https://quantrimang.com/khoa-hoc/cac-loai-chuon-chuon-pho-bien-o-viet-nam-198205,Nguyễn Tú,22/07,"Chuồn chuồn là loài côn trùng phổ biến và quen thuộc với nhiều người Việt Nam, đặc biệt ở các vùng nông thôn.",Khám phá thiên nhiên
"Loài rắn độc nhất Việt Nam, hổ mang chúa vẫn kém xa",https://quantrimang.com/khoa-hoc/ran-bien-peron-198204,Nguyễn Thi,16/07,"Đứng đầu danh sách các loài rắn độc nhất ở Việt Nam chính là loài rắn biển Peron hay còn gọi là rắn biển nọc đen, tên khoa học là Hydrophis peronii. Đây cũng là một trong những loài rắn biển lớn nhất và nguy hiểm nhất trên hành tinh này.",Khám phá thiên nhiên
Rùa đực đánh nhau để tranh bạn tình khiến rùa cái suýt chết vì ngột thở,https://quantrimang.com/khoa-hoc/rua-duc-danh-nhau-de-tranh-ban-tinh-khien-rua-cai-suyt-chet-vi-ngot-tho-198180,Nguyễn Tiến Linh,14/07,Video ghi lại cuộc chiến tranh giành quyền giao phối giữa hai rùa đực khiến một con rùa cái gần như chết đuối vì ngột thở.,Khám phá thiên nhiên
Cá có khát nước không?,https://quantrimang.com/khoa-hoc/ca-co-khat-nuoc-khong-198026,Ngo Xuan Lan,05/07,"Cá sống trong nước cả đời, nhưng chúng có khát nước không, hoặc chúng có uống nước không? Câu trả lời sẽ phụ thuộc vào nhiều yếu tố.",Khám phá thiên nhiên
"Báo gê-pa đụng độ sư tử, ai là kẻ chiến thắng?",https://quantrimang.com/khoa-hoc/bao-ge-pa-dung-do-su-tu-ai-la-ke-chien-thang-197973,Nguyễn Thi,01/07,Video ghi lại màn đụng độ hiếm hoi giữa sư tử và báo săn (hay còn gọi là báo gê-pa). Con báo săn đang nằm nghỉ trên bãi cỏ thì hai con sư tử xuất hiện. Chúng rón rén tiến lại gần con báo sắn.,Khám phá thiên nhiên
Trâu rừng bị tê giác hất 'ngã chổng vó' xuống đất và bị hất tung lên không,https://quantrimang.com/khoa-hoc/trau-rung-bi-te-giac-hat-nga-chong-vo-xuong-dat-va-bi-hat-tung-len-khong-197951,Nguyễn Thi,13/07,Video ghi lại màn đụng độ kịch tính giữa “hai cỗ xe tăng” là tê giác và trâu rừng cho thấy dù cùng là động vật ăn cỏ nhưng tính chất khốc liệt của nó không hề thua kém những màn săn mồi thứ thiệt.,Khám phá thiên nhiên
"Video: Bọ nước khổng lồ rình bắt rùa, cá, rắn ở dưới nước",https://quantrimang.com/khoa-hoc/video-bo-nuoc-khong-lo-rinh-bat-rua-ca-ran-o-duoi-nuoc-197933,Nguyễn Tiến,29/06,Bọ nước khổng lồ thuộc họ Lethocerinae dù chỉ có chiều dài cơ thể tối đa là 15cm nhưng là động vật săn mồi phàm ăn và là những thợ săn chuyên nghiệp.,Khám phá thiên nhiên
Loài cá cảnh đắt nhất thế giới gần 10 tỷ một con,https://quantrimang.com/khoa-hoc/ca-rong-bach-kim-197912,Nguyễn Tiến Linh,28/06,"Đứng đầu danh sách các loài cá đắt nhất thế giới là cá rồng bạch kim (Platinum Arowana), loài loài cá nước ngọt có nguồn gốc từ Đông Nam Á.",Khám phá thiên nhiên
Loài cáo nhỏ nhất thế giới,https://quantrimang.com/khoa-hoc/loai-cao-nao-nho-nhat-the-gioi-197818,Nguyễn văn Linh,26/06,Cáo Fennec là loài cáo nhỏ nhất thế giới với ngoại hình đáng yêu nhưng cực kỳ nhanh nhẹn và có thể sống trong điều kiện khắc nghiệt.,Khám phá thiên nhiên
Màn rượt đuổi đầy kịch tính giữa cáo sa mạc và chuột nhảy,https://quantrimang.com/khoa-hoc/man-ruot-duoi-day-kich-tinh-giua-cao-sa-mac-va-chuot-nhay-197797,Nguyễn Thi,21/06,"Video ghi lại quá trình cáo sa mạc truy đuổi chuột nhảy, sinh vật sở hữu đôi chân mạnh mẽ như kangaroo, đầy kịch tính tại bán đảo Arabia.",Khám phá thiên nhiên
"Loại vải thiều đắt nhất thế giới, từng bán 1 quả vải giá 1,8 tỷ đồng",https://quantrimang.com/khoa-hoc/loai-vai-thieu-dat-nhat-the-gioi-tung-ban-1-qua-vai-gia-1-8-ty-dong-197792,PP,21/06,"Năm 2002, 1 quả vải thiều Gia Lục nặng 14g từng được bán đấu giá với mức giá kỷ lục lên tới 550.000 NDT (khoảng 1,8 tỷ đồng vào thời điểm đó).",Khám phá thiên nhiên
Khoảnh khắc chim công sải cánh bay trên bầu trời tuyệt đẹp,https://quantrimang.com/khoa-hoc/khoanh-khac-chim-cong-sai-canh-bay-tren-bau-troi-cuc-hiem-197764,Nguyễn Thi,20/06,"Nhờ vào chiếc đuôi dài đặc trưng, khi chim công đực bay trên bầu trời tạo khiến nhiều người liên tưởng đến loài chim phượng hoàng trong truyền thuyết.",Khám phá thiên nhiên
